Group Name,Year,Month,Date,Weekday,Time,Who,Chat Content,CharCount,Processed Content,Category,Subcategory
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,8,Tuesday,11:17:07,Aqabu,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=UppqFMVBYzBiqe-G",62,"Aqabu: 住薄扶林的朋友仔睇下似唔似
https |//youtu.be/75KlRM69eG4?si=UppqFMVBYzBiqe-G",Uncategorized,Uncategorized
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,7,Monday,3:30:39,BigBigPlane_364,"打搞咁多位師兄

尋失物

尋日 星期日 (6/10) 下晏 兩點三 左右 係PICCADILLY GARDENS LIDL 附近遺失 黑色 PAUL SMITH 銀包一個，內有 少量 英鎊 & 港幣，提款卡 ，香港信用卡，英國車牌，學生證，白色御守......

如有拾獲，請PM本人，薄酬
麻煩晒🙇🏻‍♂",154,"BigBigPlane_364: 打搞咁多位師兄

尋失物

尋日 星期日 (6/10) 下晏 兩點三 左右 係PICCADILLY GARDENS LIDL 附近遺失 黑色 PAUL SMITH 銀包一個，內有 少量 英鎊 & 港幣，提款卡 ，香港信用卡，英國車牌，學生證，白色御守......

如有拾獲，請PM本人，薄酬
麻煩晒🙇🏻‍♂",Public Safety and Security Concerns,Personal Safety Strategies
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,6,Sunday,20:24:49,febnine,"英國港人足球約戰/搵隊/搵人Group

https://www.facebook.com/share/g/rYbJkjXqX8dHzJwK/?mibextid=K35XfP",87,"febnine: 英國港人足球約戰/搵隊/搵人Group

https |//www.facebook.com/share/g/rYbJkjXqX8dHzJwK/?mibextid=K35XfP",Uncategorized,Uncategorized
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,6,Sunday,19:52:10,HKIndependenxe,感謝🙏🏻,4,HKIndependenxe: 感謝🙏🏻,Uncategorized,Uncategorized
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,6,Sunday,13:06:11,howareyouthank,"https://t.me/+AaWtNNbWOBA2ZWU9

歡迎大家Share 出去

左膠大愛搞事撚並不歡迎

新谷有管理  舊谷IT人在英國無辦法管",78,"howareyouthank: https |//t.me/+AaWtNNbWOBA2ZWU9

歡迎大家Share 出去

左膠大愛搞事撚並不歡迎

新谷有管理  舊谷IT人在英國無辦法管",Uncategorized,Uncategorized
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,5,Saturday,9:34:43,HKIndependenxe,Hi，想問有冇it/cybersecurity嘅谷😄,26,HKIndependenxe: Hi，想問有冇it/cybersecurity嘅谷😄,Employment and Economic Opportunities,Skill and Credential Recognition
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,4,Friday,22:12:03,burnwithus2019,你英國車牌應該都係跟香港牌,13,burnwithus2019: 你英國車牌應該都係跟香港牌,Transportation and Mobility,Obtaining Driver’s Licenses or Vehicle Registration
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,4,Friday,21:42:12,tthhooj,咁多位師兄打攪一下，請問你哋車保係咪填香港嘅牌齡，佢其中一個係問幾時有依個牌係咪可以照跟返香港？,48,tthhooj: 咁多位師兄打攪一下，請問你哋車保係咪填香港嘅牌齡，佢其中一個係問幾時有依個牌係咪可以照跟返香港？,Transportation and Mobility,Obtaining Driver’s Licenses or Vehicle Registration
BNO求職創業互助討論區,2024,October,30,Wednesday,14:59:08,,"Interview tips (US)

https://www.threads.net/@wayfindingwithnina/post/DBt2ncJyi0Y?xmt=AQGzulITxiXNuK6ECPRn26-rzdMElnlK38LOaaHbLpEDvw",132,"nan: Interview tips (US)

https |//www.threads.net/@wayfindingwithnina/post/DBt2ncJyi0Y?xmt=AQGzulITxiXNuK6ECPRn26-rzdMElnlK38LOaaHbLpEDvw",Employment and Economic Opportunities,Job Market Competition
BNO求職創業互助討論區,2024,October,28,Monday,13:33:32,,💅伯明翰市中心美甲，可以提供上門服務，有興趣可以先私聊我啊謝謝🫶🏻💗,34,nan: 💅伯明翰市中心美甲，可以提供上門服務，有興趣可以先私聊我啊謝謝🫶🏻💗,Personal Care and Appearance,Finding Quality Hair Salons
BNO求職創業互助討論區,2024,October,22,Tuesday,7:39:02,,請問在申請settlement 等候結果期間， 如果BNO Visa 已過期那應該怎麼辦？要再續簽BNO Visa 嗎？,60,nan: 請問在申請settlement 等候結果期間， 如果BNO Visa 已過期那應該怎麼辦？要再續簽BNO Visa 嗎？,Legal and Bureaucratic Challenges,Navigating Immigration and Residency Requirements
BNO求職創業互助討論區,2024,October,17,Thursday,20:59:41,tjvdk_ypoj,小心啲中餐店，支那人好撚閪,13,tjvdk_ypoj: 小心啲中餐店，支那人好撚閪,Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,15,Tuesday,11:02:49,,正唔正,3,nan: 正唔正,Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,12,Saturday,12:17:38,goalazoooo,"https://www.facebook.com/share/p/LnQatuW3zNcG4rKD/?mibextid=WC7FNe

英國買樓+申請Mortgage懶人包",86,"goalazoooo: https |//www.facebook.com/share/p/LnQatuW3zNcG4rKD/?mibextid=WC7FNe

英國買樓+申請Mortgage懶人包",Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,11,Friday,12:17:11,,thanks a lot,12,nan: thanks a lot,Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,11,Friday,12:14:16,zfanman,如上,2,zfanman: 如上,Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,11,Friday,12:14:03,zfanman,有WhatsApp group 可以入住先 https://chat.whatsapp.com/HpqT1BEWrMPA0BpaqwaiTe,70,zfanman: 有WhatsApp group 可以入住先 https |//chat.whatsapp.com/HpqT1BEWrMPA0BpaqwaiTe,Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,11,Friday,12:13:43,zfanman,hi 最後點呀？,8,zfanman: hi 最後點呀？,Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,11,Friday,0:19:10,qqkiu,呢度有冇人有興趣學結他？,12,qqkiu: 呢度有冇人有興趣學結他？,Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,10,Thursday,16:12:57,,你好，我想加入餐飲業討論區，但link has expired，請問有無另一條link? thanks,51,nan: 你好，我想加入餐飲業討論區，但link has expired，請問有無另一條link? thanks,Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,8,Tuesday,11:37:09,,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag",62,"nan: 住薄扶林的朋友仔睇下似唔似
https |//youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag",Uncategorized,Uncategorized
BNO求職創業互助討論區,2024,October,7,Monday,15:53:03,,Birmingham China town 一車位出租🌟價錢可商議❗️,35,nan: Birmingham China town 一車位出租🌟價錢可商議❗️,Housing and Living Arrangements,Rising Rent and Housing Costs
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,30,Wednesday,11:18:12,britonshk,"🎂Happy birthday to Gary FAN

Wishing Gary peace and strength as he celebrates another year. 
喺生日之際，祝 #范國威 擁有平安與力量。",114,"britonshk: 🎂Happy birthday to Gary FAN

Wishing Gary peace and strength as he celebrates another year. 
喺生日之際，祝 #范國威 擁有平安與力量。",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,30,Wednesday,8:35:45,britonshk,"【「陳伯」涉獅子山展示字句被控　結案陳詞｜控方指短暫展示仍構成滋擾　辯方質疑等同「中學秋季旅行展示橫幅都要申請」】

全文閱讀📍http://bit.ly/3YIEWCK",85,"britonshk: 【「陳伯」涉獅子山展示字句被控　結案陳詞｜控方指短暫展示仍構成滋擾　辯方質疑等同「中學秋季旅行展示橫幅都要申請」】

全文閱讀📍http |//bit.ly/3YIEWCK",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,30,Wednesday,2:48:11,DieEvilPopo,黑警死全家,5,DieEvilPopo: 黑警死全家,Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,25,Friday,0:49:37,ddc828,等到2046 97前都未有消息…,16,ddc828: 等到2046 97前都未有消息…,Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,24,Thursday,18:28:35,britonshk,"47人案｜45人罪成　據悉法庭通知　有意暫定11月19日開庭判刑 
https://bit.ly/3YExQ2k",56,"britonshk: 47人案｜45人罪成　據悉法庭通知　有意暫定11月19日開庭判刑 
https |//bit.ly/3YExQ2k",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,24,Thursday,11:29:00,britonshk,"曾發行紀錄片《理大圍城》、《地厚天高》的電影發行商影意志影院，今日在社交媒體宣布，影意志已於 2023 年經董事局一致通過，在香港正式解散。

影意志同時指，影意志將由前藝術總監崔允信以個人名義重新開始，而崔允信日前在個人社交媒體透露，他已移居台灣兩個月，並開始在當地工作。

影意志是本地電影發行商，曾發行《理大圍城》《地厚天高》等與社會運動有關私紀錄片，因而被《文匯》《大公》等喉告點名，之後被藝術發展局終止年度資助，位於石硤尾賽馬會創意藝術中心的工作室不獲續約。",234,"britonshk: 曾發行紀錄片《理大圍城》、《地厚天高》的電影發行商影意志影院，今日在社交媒體宣布，影意志已於 2023 年經董事局一致通過，在香港正式解散。

影意志同時指，影意志將由前藝術總監崔允信以個人名義重新開始，而崔允信日前在個人社交媒體透露，他已移居台灣兩個月，並開始在當地工作。

影意志是本地電影發行商，曾發行《理大圍城》《地厚天高》等與社會運動有關私紀錄片，因而被《文匯》《大公》等喉告點名，之後被藝術發展局終止年度資助，位於石硤尾賽馬會創意藝術中心的工作室不獲續約。",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,23,Wednesday,14:30:18,rexwongwh,新加坡賤人,5,rexwongwh: 新加坡賤人,Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,22,Tuesday,8:04:46,britonshk,"西灣河搶槍等罪成囚6年　男學生提上訴被即日駁回　官6個月內頒判詞
https://bit.ly/4fcbJWm",55,"britonshk: 西灣河搶槍等罪成囚6年　男學生提上訴被即日駁回　官6個月內頒判詞
https |//bit.ly/4fcbJWm",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,21,Monday,20:14:06,Windanz,根本無乜，佢有就公佈下數字,13,Windanz: 根本無乜，佢有就公佈下數字,Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,21,Monday,19:40:17,shawnyip,如果有心引阿拉伯人旅遊，當年咩人向清真寺射藍色水炮先，叫佢哋老細一死以謝天下啦,39,shawnyip: 如果有心引阿拉伯人旅遊，當年咩人向清真寺射藍色水炮先，叫佢哋老細一死以謝天下啦,Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,20,Sunday,3:56:37,britonshk,"The infamous ‘coffin homes’ that Hong Kong’s new housing reforms won’t touch

https://hongkongfp.com/2024/10/20/the-infamous-coffin-homes-that-hong-kongs-new-housing-reforms-wont-touch/",185,"britonshk: The infamous ‘coffin homes’ that Hong Kong’s new housing reforms won’t touch

https |//hongkongfp.com/2024/10/20/the-infamous-coffin-homes-that-hong-kongs-new-housing-reforms-wont-touch/",Housing and Living Arrangements,The infamous ‘coffin homes’ that Hong Kong’s new housing reforms won’t touch
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,20,Sunday,1:22:10,,"隻身在英國的港人請進

https://signal.group/#CjQKIC4cG7yo3d7ta_VsOQrr_boTlDu1WF0rgYeESvJKEa5kEhAYCietikzooIqjbVY5HYvP",106,"nan: 隻身在英國的港人請進

https |//signal.group/#CjQKIC4cG7yo3d7ta_VsOQrr_boTlDu1WF0rgYeESvJKEa5kEhAYCietikzooIqjbVY5HYvP",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,19,Saturday,8:20:58,,咁樣講即係冇改變BNO要跟國際生支付大學學費,22,nan: 咁樣講即係冇改變BNO要跟國際生支付大學學費,Education and Personal Development,Financial Barriers to Education and Training
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,19,Saturday,3:45:04,britonshk,"前海外法官岑耀信再批評港法治及裁決　司法機構：冒犯法庭　港府：絕不同意
https://bit.ly/3YsyXSj",58,"britonshk: 前海外法官岑耀信再批評港法治及裁決　司法機構：冒犯法庭　港府：絕不同意
https |//bit.ly/3YsyXSj",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,18,Friday,22:39:11,,Hong Kong Watch indeed,22,nan: Hong Kong Watch indeed,Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,18,Friday,21:54:32,britonshk,"英國外相訪華就新疆種族滅絕問題縮沙　　誰人還期望真係會講香港問題？

[https://www.winandmac.com/2024/10/labour-david-lammy-is-disgusting/](https://www.winandmac.com/2024/10/labour-david-lammy-is-disgusting/)",173,"britonshk: 英國外相訪華就新疆種族滅絕問題縮沙　　誰人還期望真係會講香港問題？

[https |//www.winandmac.com/2024/10/labour-david-lammy-is-disgusting/](https |//www.winandmac.com/2024/10/labour-david-lammy-is-disgusting/)",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,17,Thursday,18:58:38,,交國際生學費真是沒能力負擔,13,nan: 交國際生學費真是沒能力負擔,Education and Personal Development,Financial Barriers to Education and Training
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,16,Wednesday,6:12:05,britonshk,"🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https://forms.gle/p8DjVoUZUtxteHui8",144,"britonshk: 🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https |//forms.gle/p8DjVoUZUtxteHui8",Education and Personal Development,Accessing Education for Children and Adults
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,15,Tuesday,10:30:16,britonshk,"【2019.11理大衝突｜5男逾4年半後被捕控暴動及刑毁罪　1被告缺席聆訊被發拘捕令　案件押明年1.21再訊】

全文閱讀📍https://bit.ly/3BIkIjw",84,"britonshk: 【2019.11理大衝突｜5男逾4年半後被捕控暴動及刑毁罪　1被告缺席聆訊被發拘捕令　案件押明年1.21再訊】

全文閱讀📍https |//bit.ly/3BIkIjw",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,14,Monday,18:02:28,britonshk,"公告：獎學金申請期限將延長兩星期

為咗可以令到獎學金得獎者得到更加全面嘅支援，我哋決定新增「細葉榕讀書會」為新嘅得獎內容。目標係透過定期同同道研討世界精選篇章，一齊精進對於公民社會嘅理解，改善自己嘅文化身分傳承規劃。

由於得獎內容變動，是次獎學金嘅申請期限將延長兩星期，新的截止日期為：

27/10/2024 2359


已經提交申請資料嘅同學，可於延長期間再次遞交申請資料，我們將以最新收到嘅版本作準。",206,"britonshk: 公告：獎學金申請期限將延長兩星期

為咗可以令到獎學金得獎者得到更加全面嘅支援，我哋決定新增「細葉榕讀書會」為新嘅得獎內容。目標係透過定期同同道研討世界精選篇章，一齊精進對於公民社會嘅理解，改善自己嘅文化身分傳承規劃。

由於得獎內容變動，是次獎學金嘅申請期限將延長兩星期，新的截止日期為：

27/10/2024 2359


已經提交申請資料嘅同學，可於延長期間再次遞交申請資料，我們將以最新收到嘅版本作準。",Education and Personal Development,Accessing Education for Children and Adults
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,13,Sunday,18:41:05,britonshk,"🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https://forms.gle/p8DjVoUZUtxteHui8",144,"britonshk: 🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https |//forms.gle/p8DjVoUZUtxteHui8",Education and Personal Development,Accessing Education for Children and Adults
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,12,Saturday,14:21:20,,工黨做得好差、又貪污、不停加薪俾火車司機、忘記低層人工市民、物價高企、電力又取消津貼、香港人D仔女升大學又要支付海外收生費,61,nan: 工黨做得好差、又貪污、不停加薪俾火車司機、忘記低層人工市民、物價高企、電力又取消津貼、香港人D仔女升大學又要支付海外收生費,Economic and Financial Stability,Adapting to Market Fluctuations and Economic Changes
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,12,Saturday,0:26:11,britonshk,"🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https://forms.gle/p8DjVoUZUtxteHui8",144,"britonshk: 🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https |//forms.gle/p8DjVoUZUtxteHui8",Education and Personal Development,Accessing Education for Children and Adults
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,9,Wednesday,15:56:50,,支持國際制裁香港國安法所有法官,15,nan: 支持國際制裁香港國安法所有法官,Transportation and Mobility,Cost and Accessibility of Transportation
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,9,Wednesday,15:43:22,britonshk,"【11.18理大衝突｜3人暴動罪成囚60至63個月　不服定罪及判刑提上訴高院拒批許可　官稱壓倒性推論刻意置身現場　反指刑期可能過輕】

全文閱讀📍https://bit.ly/3XYZBB5",95,"britonshk: 【11.18理大衝突｜3人暴動罪成囚60至63個月　不服定罪及判刑提上訴高院拒批許可　官稱壓倒性推論刻意置身現場　反指刑期可能過輕】

全文閱讀📍https |//bit.ly/3XYZBB5",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,6,Sunday,6:30:28,britonshk,"上訴庭首宗721白衣人案　指在元朗站「共同意向團伙襲擊」　在英龍圍「放開地打」
https://bit.ly/4etH1rP",62,"britonshk: 上訴庭首宗721白衣人案　指在元朗站「共同意向團伙襲擊」　在英龍圍「放開地打」
https |//bit.ly/4etH1rP",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,5,Saturday,9:51:10,britonshk,"#中華民國生日快樂 🇹🇼

雙十節除咗讓大家看見台灣，亦提醒我哋流散港人，積極與其他受壓迫的群體建立連繫，相互支持彼此；通過共同的文化和經驗，展現族群間的團結。",80,"britonshk: #中華民國生日快樂 🇹🇼

雙十節除咗讓大家看見台灣，亦提醒我哋流散港人，積極與其他受壓迫的群體建立連繫，相互支持彼此；通過共同的文化和經驗，展現族群間的團結。",Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,3,Thursday,18:28:16,britonshk,"以下係一則關於我哋嘅工作持續受滋擾嘅故事：
https://www.voacantonese.com/a/hong-kong-group-providing-assistance-to-asylum-seekers-faced-police-phone-harassment-for-over-two-years-20241003/7808934.html

香港當局用咁多預算喺國安方面就係用黎長期跨境滋擾海外嘅港人機構？",212,"britonshk: 以下係一則關於我哋嘅工作持續受滋擾嘅故事：
https |//www.voacantonese.com/a/hong-kong-group-providing-assistance-to-asylum-seekers-faced-police-phone-harassment-for-over-two-years-20241003/7808934.html

香港當局用咁多預算喺國安方面就係用黎長期跨境滋擾海外嘅港人機構？",Family Dynamics and Support,Adjusting to Changing Family Roles
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,3,Thursday,11:28:53,britonshk,"美國中央情報局 CIA，星期三在 IG、FB、LinkedIn、TG 和 Twitter 等平台發片，分別有中文、韓語、和波斯語版本，招募中國、北韓和伊朗線人，介紹如何在公開網站和暗網安全聯繫 CIA 的方法，又指 CIA 收到報料後可能需時處理，因安全考慮不一定會回覆。

外電引述中情局副局長 David Cohen 指，在中國有大量有權接觸資訊而很對習政權不滿的人，這些內部知情人士因為不同理由，不同意習近平帶領中國的走向，而且明白和中情局合作是幫助中國的其中一個方法。

CIA 2022 年亦曾用俄語發片，在網上招募俄羅斯線，CIA 發言人指這做法在俄羅斯取得成功，希望在其他活在獨裁政權的人都知道如何聯絡他們。

中國駐美大使館發言人劉鵬宇，批評美國對中國發動有組織有系統的假訊息運動，強調企圖離間和削弱中國人民與共產黨註定會失敗。",372,"britonshk: 美國中央情報局 CIA，星期三在 IG、FB、LinkedIn、TG 和 Twitter 等平台發片，分別有中文、韓語、和波斯語版本，招募中國、北韓和伊朗線人，介紹如何在公開網站和暗網安全聯繫 CIA 的方法，又指 CIA 收到報料後可能需時處理，因安全考慮不一定會回覆。

外電引述中情局副局長 David Cohen 指，在中國有大量有權接觸資訊而很對習政權不滿的人，這些內部知情人士因為不同理由，不同意習近平帶領中國的走向，而且明白和中情局合作是幫助中國的其中一個方法。

CIA 2022 年亦曾用俄語發片，在網上招募俄羅斯線，CIA 發言人指這做法在俄羅斯取得成功，希望在其他活在獨裁政權的人都知道如何聯絡他們。

中國駐美大使館發言人劉鵬宇，批評美國對中國發動有組織有系統的假訊息運動，強調企圖離間和削弱中國人民與共產黨註定會失敗。",Housing and Living Arrangements,Rising Rent and Housing Costs
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,3,Thursday,7:31:29,slient_lion,有無唔係fuckbook既link呀? 無用fuckbook好耐啦,33,slient_lion: 有無唔係fuckbook既link呀? 無用fuckbook好耐啦,Uncategorized,Uncategorized
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,2,Wednesday,0:01:48,britonshk,"【國際53組織聯署堅定對抗跨國鎮壓承諾支拎被打壓社群】
【Fifty-Three International Organizations Stand Firm Against Transnational Repression Ahead of the P.R.C.'s 75th Anniversary】

Ahead of the P.R.C.’s 75th anniversary, the Hong Kong Democracy Council and Students for a Free Tibet – coauthors of Exporting Repression: Attacks on Protesters During Xi Jinping’s Visit to San Francisco in November 2023 – led a joint statement yesterday, which was signed by ten international nonprofit allies and 43 human-rights defenders and advocacy organizations, affirming their commitment to stand firm against transnational repression.
This coalition stands firm with dissidents, highlighting the urgent need to address the increasing harassment and intimidation faced by activists, particularly during Xi Jinping's visit to San Francisco in November 2023. The statement calls for immediate action from U.S. authorities to combat these threats.

Read our Statement: https://shorturl.at/qF79F

- 
Support our work: https://www.hkdc.us/donate",1002,"britonshk: 【國際53組織聯署堅定對抗跨國鎮壓承諾支拎被打壓社群】
【Fifty-Three International Organizations Stand Firm Against Transnational Repression Ahead of the P.R.C.'s 75th Anniversary】

Ahead of the P.R.C.’s 75th anniversary, the Hong Kong Democracy Council and Students for a Free Tibet – coauthors of Exporting Repression | Attacks on Protesters During Xi Jinping’s Visit to San Francisco in November 2023 – led a joint statement yesterday, which was signed by ten international nonprofit allies and 43 human-rights defenders and advocacy organizations, affirming their commitment to stand firm against transnational repression.
This coalition stands firm with dissidents, highlighting the urgent need to address the increasing harassment and intimidation faced by activists, particularly during Xi Jinping's visit to San Francisco in November 2023. The statement calls for immediate action from U.S. authorities to combat these threats.

Read our Statement | https |//shorturl.at/qF79F

- 
Support our work | https |//www.hkdc.us/donate",Uncategorized,Uncategorized
