Who,Chat Content,Label
Bleehk,"呢啲本來就係理性討論、民主社會嘅基本要求。
無中生有冇根據冇邏輯、潑婦駡街式中傷，請與民建聯、工聯會聯絡。",0
Windanz,,0
Windanz,維持住呢度可以咁傾到嘢，又唔會比人騷擾，過去幾年都用咗我哋admin 唔少心機，希望大家有嘢攞得走。,0
Windanz,係㗎，都幾無奈,0
Windanz,呢度幾個speaker喺呢點上都共通，盡量唔會俾人去做呢啲無意義嘅標籤同煩擾他人行為,0
Bleehk,所以咪畀中共同啲藍絲指住嚟笑囉⋯⋯,0
Windanz,人哋做幾多，只有當時人知，依家抗爭定儲印花？講哂出嚟駁拉？曬光環？,0
Windanz,就係我講嘅盡不標籤人,0
Bleehk,"香港人其中一種嚴重陋習就係「速食文化」，乜都想一步到位，唔去了解來龍去脈⋯⋯
只要了解一下中國共產黨歷史，就知道佢哋嘅套路，點樣滲透、分化⋯⋯
咁當日太單純失敗咗就要檢討，但就走到極端，出現一堆所謂「黃衛兵」，不斷獵巫不斷批鬥⋯⋯ 中共真係多謝晒佢哋。

最難頂嘅係佢哋：
- 用「我覺得你做得唔夠」去情緒勒索其他人
- 用「我覺得你唔夠/ 未夠黃」去中傷其他人

上述兩句廢話，同啲仆街腦細喺 appraisal 話「我覺得可以做得再好啲」有乜分別？！",0
Windanz,我哋有更多團結工作可以做,0
Windanz,哎呀，佢未必係咁意思，表達得唔好,0
synnoveescape,唔評論啦，佢哋覺得可以就由佢哋，各自努力啦。,0
,,0
,"終共利用熱狗、藍屍、共諜同臥底分化 、篤灰、滲透、瓦解香港人組織同努力
但係勇武無學精",0
,唔係浪漫，係浪費！兼支援敵人！,0
synnoveescape,佢哋自願冇計，勇武嘅浪漫,0
,仲有勇武甘心俾熱狗玩,0
synnoveescape,暴力唔係一切，但要有一定武力係身。即係西方好多時主張，打到某個位就要停手咁。魚革算係咩，熱狗係上腦上頭就全世界都知,0
,"魚蛋革命非常暴力、又有共諜同滲入搞到更暴力、熱狗幫共匪煽動示威者同popo打交。
結果輸到一敗塗地",0
synnoveescape,明白，睇落好似好係做嘢口吻，但我有好好覺得玩分化同勒索。,0
,This is forwarded from the administrator of another group. Not me.,0
synnoveescape,呢啲字你打定copy 過嚟？,0
synnoveescape,"你話我？？同我嘈？？
唔好意思，我睇到有啲跟唔到",0
buddy4ever22,"如果武力解決唔到問題
就唔需要軍隊啦 😂",0
buddy4ever22,係主權移交 回你老母歸 😫,0
,"去下面個谷search舊文。

https://t.me/hkposter777",0
,"仲有勇武無喺香港定去咗外國，仲相信武力解決問題、法國大革命嘅鬥爭先可以救翻香港、第三次世界大戰可以解決終共、貧富問題、教育問題、種族歧視同好多問題………


唔淮和理非同其他黃絲批評🙄🤦🏼",0
,"咁你哋可唔可以虛心聽人意見、分析人哋講嘢嘅內容？
和理非又全部意見一致咩？淨係英國BNO 平權，加拿大東岸、中部同西岸嘅和理非，台灣同澳洲嘅手足同其他true Hongkongers 咪一樣有意見不合。但係佢哋尊重其他人嘅意見，失敗咗會檢討、改善👍🏻
兄弟爬山，各自努力💪🏻

喺呢個group 仲有其他谷友同你哋班admin 嘈過交！何止我一個！",0
,"家事？咁似支那人口吻嘅。我宜家同你討論緊分黃藍有咩好處呀？！中共抹黑🤣講事實咋，好多嘢唔需要中共出手，你哋已經船頭講賊船尾驚鬼咁嚇自己啦。

唔該你，你識得幾個真勇武呀？真係落場打嘅有幾多個呀？著曬black bloc就叫勇武呀？黑警一到就be water走曬！家陣打仗呀！cosplay呀？！

打緊仗，你同我講反對暴力？你係咪唔知道點解會有勇武嘅出現呀？唔該你了解清楚2019發生過乜嘢事啦，我一個廣州人都清楚過你，你真係檢討下啦，黃絲！

篤灰好多係「黃絲」黎㗎！Lunch哥就係其中一個啦！47人都有人反水啦！縱容敵人？ 白警都起碼暗中放走過勇武呀！某些所謂和理非呢？不停潑冷水，「唔好送頭呀！」「唔好使用暴力呀！」

你唔夠膽落場打就死埋一邊，唔好喺度馬後炮！人哋落場打完，你喺度講風涼話，真係佛都有火！

無論係勇武定和理非，各人有各人嘅崗位，做你哋自己可以做到嘅嘢，做唔到就行埋一二邊，唔好阻住地球轉。勇武上場唔係為自己㗎！你嘅言論真係自私都無輪，為咗合理化自己嘅行為就去貶低勇武。你去沙嶺懺悔啦。",0
,"反送終時香港無打仗！勇武派protesters 同hk popo 打交唔算打仗！講到盡都只係Social movement或riot ！

太自大！所以我上年喺另一個group reply 鬧我嘅勇武：「真香港人靠你哋真係死得」",0
Ar_Drew,上太空呢單嘢又係好精彩， while NASA 連太空衣都唔夠，殘舊，冇資源，elon musk因為佢嘅設計理念完全唔同可以為呢啲富豪做到輕便嘅太空衣👍👏👏👍,0
Ar_Drew,其實呢個世界，真係唔係非黑即白,0
Windanz,我上星期分享，有戶口話我吹捧奶共。😅cls,0
Windanz,Genius,0
Windanz,佢又可以收錢送富人上太空，根本係一個政府完全唔可以做嘅嘢,0
Windanz,仲有交稅,0
Windanz,"每次啲人講美國經濟點，好多人無屋住etc, 就有人即時話佢私人企業",0
Ar_Drew,"珍， 上咗市, 就好多嘢唔再係咁容易一小team人話到事",0
Windanz,社會責任,0
Windanz,無嘢可以去挑戰佢領導，亦唔需要有什麼道德責任,0
Ar_Drew,雖然佢啲project一路delay， 但係而家最期待嘅就係佢隻optimus， 比起大陸同埋美軍嗰啲機械人，佢呢隻做到仔細嘅嘢，家用一流😄,0
Windanz,堅持唔上市，佢自己主導,0
Windanz,人人叫佢唔好做（佢嘅工程師）佢都堅持叫支持佢嘅人主導研發,0
Windanz,難得一遇，百年後每個人都會認識嘅人,0
Ar_Drew,係呀😢😢,0
Windanz,淒涼,0
Ar_Drew,冬天就嚟到， 真係唔知出年會係點,0
Ar_Drew,"Shared from Bing: Record high deaths in the Russia-Ukraine war: What you should know
https://www.msn.com/en-au/news/news/content/ar-AA1smNRr?ocid=sapphireappshare",0
Ar_Drew,當然係因為佢低軌道衛星，所以嗰支火箭需要少好多嘢， 但係Elon Musk最犀利係佢個concept好清楚好正確，一直去蕪存菁， 令人讚嘆，whether we like it or not，佢喺上海廠房做嘅optimization，的的確確有效過喺美國兩間加埋. elon musk呢個人真係好犀利,0
Windanz,,0
Windanz,,0
Windanz,我係屋企後山，今日仲見到,0
Windanz,,0
Windanz,12 of Britain’s most perfect market towns https://www.telegraph.co.uk/travel/destinations/europe/united-kingdom/perfect-british-market-town/,0
Xijianpin,不過詳情自己去番MOD 睇同問,0
I_go_to_school_by_bus1,同埋有睇香港日記都知政改係佢自己要推,0
Xijianpin,BNO Visa 嚟個堆 up to now 唔會過到security check,0
I_go_to_school_by_bus1,"同埋其實嗰陣回歸中國所有嘢已經塵埃落定
香港日記有提到
嗰陣委任佢入上議院做財政大臣 定係做港督
佢自己揀咗做港督",0
I_go_to_school_by_bus1,"唔係佢突然間選舉輸咗
又同馬卓安咁friend 
都唔會搵佢咁重量嘅人物做末代港督",0
,蠢嘅繼續揸盡佢,0
,唔似順手喎，首先英國通常係殖民地離開前都會政治改革，另外係當時英國政府對外交部嘅對中及香港問題有所不同,0
synnoveescape,咁你咪唔識嘢（用你口吻），邊有人用韭菜？做咗你都唔識，因為唔係行內人，唔會咁易比你知,0
buddy4ever22,啲紅韭菜窮到燶喎.. 賺條毛咩 😂,0
Windanz,一開始我都對佢計劃有所保留，點知佢竟然五年間把發射成本減90%,0
,"This is a message from Hong Kong Watch 

https://www.facebook.com/100064250007141/posts/958337929651198/?mibextid=rS40aB7S9Ucbxw6v",0
Ar_Drew,最近嗰套starlink mini都好型仔,0
Ar_Drew,真係好鬼犀利👍👍,0
I_go_to_school_by_bus1,如果海軍同埋空軍又會唔會唔同玩法,0
Windanz,佢有唔只一套系統處理，失聯一段時間都會自動跌,0
Windanz,所以唔好唔理就得,0
Windanz,係丫，佢只要移少少就落返大氣層,0
Ar_Drew,好勁， 會控制佢地返嚟大氣層，自燃😅,0
Ar_Drew,https://www.space.com/spacex-starlink-satellites-deorbit-space-sustainability,0
Windanz,你個帳戶名都唔得🙈,0
Windanz,,0
Windanz,,0
Windanz,不過都忍若影到,0
Windanz,好難影😢,0
Windanz,,0
Windanz,,0
GeraldG0,係喎！🙈,0
GeraldG0,其實報廢嗰嘅啲會點處理？,0
HKerMkey,"如果話留藍c 喺度有隱憂，不如話埋白左，仲有周街話人ching chong嘅極端白右。

呢度係包容多元文化政見嘅國家，如果對佢哋行為有懷疑，大可report police / MI5，唔洗你操心.",0
,監倉咁嘅大小,0
Windanz,賺紅仲好。凡事咁表面，只係自絕於前進,0
Windanz,話admin扮黃咁得意嘅呢。。。,0
MissRose_bot,"噓...給我安靜。
[wong](tg://user?id=5530536083) 已被禁言 2 天。",0
Windanz,/mute 48h,0
MissRose_bot,使用者 [wong](tg://user?id=5530536083) 有 1/3 警告，小心！,0
Windanz,/warn,0
Windanz,咁當然係英籍先可以。唔似得香港點都唔join得，衰過殖民地,0
Windanz,,0
Windanz,"☺️大家講嘢溝通期間保留餘地，唔好太自我地認為自己講嘢一定無懈可擊，覺得乜都岩哂就去出書啦，況且出書都好多鳩噏~

真係切記感覺嘅嘢唔一定係事實全部，有發生嘅嘢因果關係都未必係眼見咁明顯，好多嘢有例外同個別原因。標籤無助討論同發表意見。

如果認同不如叫多少少入嚟傾下。",0
synnoveescape,左唔係，你諗多,0
synnoveescape,唔信就連一毫子都唔好英國政府，反正成班垃圾,0
youaintshittome,Dependant冇得參,0
synnoveescape,唔係一之半次行動就得,0
synnoveescape,應該問佢哋執行力同行動力強唔強，唔強就唔駛,0
Windanz,再早啲。由+1 改+0,0
SangMata_BOT,User `244556593` changed name from <link> to 古瑪莉,0
speakandmove,"我哋會員成功過到軍訓passing out 已經唔係咩新鮮事，但今次唔可以唔講，因為我哋終於出到第一位女兵！

琴日我哋其中一位admin 入咗Pirbright接放學， 就係為咗見證呢個歷史性一刻。其實本谷會員唔只得呢位師妹，只係佢最早成功入伍。

同日亦有幸見到而家已經非常忙碌、第一位成功參軍嘅「大師兄」，傾談起嚟都相當感概。由佢當年行好多冤枉路，到而家我哋已經好有系統咁由報名到測試到軍訓，都有哂準備同tips，呢三年幾嚟我哋真係發展咗好多。

由第一位成功參軍嘅BNO visa，到第一位BNO visa 女兵，我哋仲會唔會更多第一位？其實好快就有，但本住未成功就唔出聲嘅宗旨，就先容許我哋賣個關子。

祝香港人繼續武運亨隆！",0
fjhwkdbrjhwkfnkskw,"乜撚野簡樸房,改個名就當解決左問題呀",0
,https://www.bbc.com/zhongwen/trad/uk-69422309,0
Xijianpin,"如果比班藍白偽旗騎劫左香港就無啦
如果係歸英咁suppose 就同烏克蘭有free trade 都唔奇 因為係英聯邦",0
Ar_Drew,咁呢樣一定係相輔相成， 睇返嗰個衛星圖佢四千幾粒完全function緊，有五百幾粒準備報廢,0
synnoveescape,下，你會唔會諗多,0
synnoveescape,warn,0
I_go_to_school_by_bus1,記得一四年嗰陣佢出過聲支持過 之後都即刻要收聲,0
GetALifeLa,"姓黃王又一定黃？😂
印象中軒有軍背景，全家都仲係大陸。 
早前佢講野豬都被英皇禁言低調，唔講中國有親戚可以要脅，佢大膽反共時係咪你俾錢佢解約英皇先？ 
班人連杜汶澤個女團同絵麗奈都未養到，就算吧啦！
你搞到罷黨鐵同Elizabeth line/ 阻止黨鐵續到Elizabeth line營運權(？)  再講 👌🏻
賺藍養黃，我暫時仍接受",0
Uncleblackcatbbch,烏克蘭人好多買重中共🤣,0
GetALifeLa,"Let’s see😁😁😁 
都係拎出嚟講，無話一定岩😄 
除非我問過專科專業人士啦",0
GeraldG0,一個星期之後轉冬令時間會遲一個鐘，但太陽都係早過六點鐘落山？,0
GeraldG0,唔一定犀利，可能會製造太多太空垃圾,0
Ar_Drew,"好犀利， 不過以前睇文章話starlink原意係二萬幾個衛星， 可能而家第三代已經先進咗？ 同埋可以handle嘅比較多？ 其實喺我哋無意之間， starlink默默做， 每一次發射都可以射到二三十個最多嘅一次曾經發射60個, 眨下眼原來已經射咗300次所以elon musk嘅火箭技術已經好成熟
大陸都好似開始射， 但係詳情我就唔知囉",0
cl2025x,佢幫楊受成搵錢都可以美化成咁,0
cl2025x,你吾好扮黃啦,0
GetALifeLa,唔建議有不必要既幻想,0
GetALifeLa,"我感覺烏克蘭人未必講政治。
有唔少烏克蘭家庭 連winter on fire都唔知，甚至提起左就唔再溝通。",0
GetALifeLa,你唔會分到佢哋係唔係親俄既烏克蘭人，正如分唔到個中國人係唔係支持中共？,0
buddy4ever22,"既然呢位手足入得英軍
就應該係效忠我哋英國 🇬🇧
希望佢將來唔好幫埋曬嗰啲
唔三唔四嘅「香港藍白共和」 😫",0
buddy4ever22,"係為咗將來光復香港之後
同烏克蘭建交。",0
,割 割 割。,0
,"本地｜工聯會倡青年置業儲蓄計劃 月供4240元用於支付首期
https://hk.finance.yahoo.com/news/%E6%9C%AC%E5%9C%B0-%E5%B7%A5%E8%81%AF%E6%9C%83%E5%80%A1%E9%9D%92%E5%B9%B4%E7%BD%AE%E6%A5%AD%E5%84%B2%E8%93%84%E8%A8%88%E5%8A%83-%E6%9C%88%E4%BE%9B4240%E5%85%83%E7%94%A8%E6%96%BC%E6%94%AF%E4%BB%98%E9%A6%96%E6%9C%9F-092940281.html",0
GetALifeLa,"Sunset in London tonight is at 5:57pm
It won't set after 6pm again until 12th March 2025.
Winter approaches.",0
,"浪費澳洲納稅人錢。
澳洲政府容許呢啲事發生又係神奇🤦🏼 應該違背澳洲教育",0
Windanz,https://youtu.be/eZpwIvLMYJk?si=VsLWSM6DUEiGqybY,0
,https://www.news.gov.hk/chi/2024/10/20241018/20241018_181218_756.html,0
GetALifeLa,Target做烏克蘭義工都幾特別，有無原因？,0
GetALifeLa,"每區都有，都係烏克蘭人自己搞。我幫過手一啲活動，佢哋都未必識英文，除非你識佢哋語言。
義工活動不如參加local，好多組織ngo要人",0
Chris_UK2023,同埋得知烏克蘭同鄉會自己每周聚會，之類,0
Chris_UK2023,我見過烏克蘭女子，來英國籌款。佢畀個QR code我，話可以上個網站捐錢,0
GeraldG0,你咁鬧啲 admin 你都仲未俾人踢走，咁係咪啲 admin 要睇你頭吖🙈,0
buddy4ever22,唔多覺有 😂,0
Chris_UK2023,上次去某中餐館食飯，經理話Lewisham多咗好多大陸人掃樓⋯,0
buddy4ever22,佢叫你又信.. 🤣,0
Chris_UK2023,"最後政府會响博物館或者旅遊景點
搭返幾個假嘅畀旅客打卡
咁就當交咗數",0
,"英外相訪中 工黨棄守維族種族滅絕決議 - 國際 - 自由時報電子報
https://news.ltn.com.tw/news/world/paper/1672679",0
GetALifeLa,https://www.tottenhamhotspurstadium.com/f1-drive-london/tickets/,0
Bleehk,"你上 Wikipedia 英文版，成千上萬篇資料。
再 click 入啲 reference links, 睇一年都睇唔完。",0
GetALifeLa,下，好多架喎,0
GetALifeLa,https://www.tottenhamhotspurstadium.com/f1-drive-london/tickets/,0
Windanz,警爆？,0
,"唔知喺倒問是否適合
如不適合
請Admin  删post

請各位幫忙
我囡中學老師
想開課堂探討香港
由2019 百萬人遊行
至警爆，被港共政治打壓
英文文宣或資料
（因手頭上好少英文版本）
希望各位可以分享🫡",0
Windanz,"This map shows you the shear number of them in the sky, scary almost https://satellitemap.space/",0
Windanz,"This map shows you the shear number of them in the sky, scary almost https://satellitemap.space/",0
Windanz,天才。消防局無消防警報，燒清光10架消防車同上年落成嘅建築。德國,0
Windanz,‘State of the art’ fire station burns down ... because it had no fire alarms https://www.telegraph.co.uk/world-news/2024/10/17/fire-station-stadtallendorf-west-germany-burns-down-alarms/,0
,"呢啲大陸人犯「妄議大政」，批評共X黨同維尼壓制同改造香港嘅決定，係大陸係大罪，喺香港犯角安發！

終角正苦同公安仲唔做嘢！",0
GeraldG0,"啱啱英、美見哈馬斯個大佬死咗，又叫以色列好收手 ，真係唔知邊個睇邊個頭 。

不過你把口咁爛態度又差，但你都仲留得喺度，咁又睇到呢度啲 admin 係幾咁寬容 。👍",0
Chris_UK2023,,0
,"同胞嘆香港失特色 想搞旅遊卻自拆招牌
「失去了往日的繁華，也缺失了這座城市的靈魂」
https://www.instagram.com/p/DBTAdlFsMJF/",0
GeraldG0,邊個 KOL 咁得人驚？😓,0
KotoriBaby,Our eVisa service provides tailored support to vulnerable refugees and ethnic minorities as they transition to digital immigration status.,0
synnoveescape,佢哋9啫,0
synnoveescape,"中共用錢控制其他國家，唔新鮮，我知道嘅，我唔係住山區，唔駛當我無知，但你呢啲都唔近身嘅事。我呢邊香港人亦有唔少人好似你哋咁嘈，但係咪一面倒支持，有情感考慮，亦有好現實考慮。但我冇話支持中共，唔明點解會咁諗。

英國、加拿大多人，好多野或者門檻再高對你哋都唔係問題。我冇咩興趣同你哋嘈，各有各做，有容乃大，香港人而家做法係有啲特別，你哋覺得好就繼續。",0
,"求其搵都搵到例子，澳洲嘅政府津貼學校居然有educators 教導學生向終角🇨🇳五星紅旗或者終角正苦致敬同效忠🤢🤢

英國起碼好過澳洲

Critics are warning Australian schoolchildren are being indoctrinated with Chinese Communist Party propaganda in taxpayer-subsidised language schools. 

Academy of Chinese Culture’s Dr Lin Bin claims students are often being taught to express loyalty to China over Australia.

https://www.youtube.com/watch?v=eQi9ELSRwso",0
Windanz,你咁講一講，我都恩惠少少,0
Windanz,係牙。我想搵返少少志同道合都唔易，尤其英國。,0
,"共慘檔用咁多年、人力水、賄賂、人礦，靜雞雞做外國政黨嘅幕後金主。
柬埔寨、北韓、緬甸係終共嘅傀儡政府。
俄羅斯、斯里蘭卡🇱🇰、委內瑞拉某d獨裁者同黨嘅金主都係終共。
終共仲成功滲透少部分民主國家。

🇦🇺澳洲係典型例子，好多唔政黨同政客都收過終共錢、為終共秘密辦事！而且最近十幾年發現澳政壇有終共代理人同間諜。因為澳洲傳媒揭發好多次、好多年，澳洲政府受人民壓力拖無可拖，先被迫成立部門去處理終共控制同滲透澳洲政界嘅事。但係人手少、效率慢。而且無部門去處理終共滲透同控制澳洲社會、教育界、工商界同其他aspect 。

以上都係已知。未公開嘅肯定仲多。",0
Uncleblackcatbbch,直接係精神分裂咁，黃藍要分開，黃又要細分呢個好果個唔好，仲要有班熱狗得閒跳出黎周圍指責，罵佢佢又話返你熱狗😮‍💨,0
Uncleblackcatbbch,都話19年之後好多人都俾ccp搞到亂曬,0
Windanz,矛頭唔會係講呢啲嘢，永遠係抵制一啲，唔理一啲，支持一啲，而唔係一尾無始境去要求，同道德綁架。任何人係有權利從不表態，佢可以有佢立場同做法。,0
Windanz,"我覺得依家大家可以做啲乜？
睇佢演唱會係真金白銀去睇一整個演出。大家覺得值得先去，點樣傻仔呢？如果有其他地方要資助要捐款，可以分享下，由大家決定是否支持",0
hktoroctw,https://youtu.be/US9qF-1ZWJQ?si=um4lpg9BESgW0DsP,0
Windanz,倫敦開我哋好多人都有睇❤️,0
Windanz,"well said, 加油。",0
synnoveescape,隨你。反正我覺得以色列只會求仁得仁,0
johntsc,https://www.threads.net/@storyteller_vic/post/DBRVLlYIpzm,0
buddy4ever22,"憑你咁講 就知你乜柒都唔知.. 😂
btw 依加老美都要睇以色列頭 🙈",0
synnoveescape,"我點解要返香港？ 你知唔個你自己講咩？ 睇場演唱會，要比你係咁講，你會唔會多咗。唔該比啲同理心,你唔好係度道德綁架人",0
,"香港👮‍♂️👮‍♂️講：
「唔洗捉鬼，鬼捉曱甴」

佢哋真係捉到人、瓦解勇武組織。有香港人返香港被捕、同路人喺香港嘅家人畀popo/ 角安麻煩…..

你自己諗發生咩事！",0
synnoveescape,邊個話返去揾錢？ 你聽太多KOL。,0
synnoveescape,"你咩料咁話我？ 
佢有冇實力，我會唔知。
佢唔可能雄霸，你太唔明美國",0
cl2025x,你返香港生活先講啦 你想係一個親中的人身上解鄉愁？,0
cl2025x,仲識得去哂英美加搵返一筆,0
cl2025x,如果連親中都分不清 唔算真香港人囉，咁點解要移民呀？,0
cl2025x,移左民都想返香港搵錢嗎？你可以撐埋李家超 佢都係為左錢啫,0
buddy4ever22,"講真 不如我哋香港人主動啲
接觸下啲烏克蘭人",0
buddy4ever22,"你都正一傻鳩嚟.. 😂
你知唔知以色列係
未來次世代最先進嘅國家嚟 🤣
佢將來就係要雄霸成個中東 🙈",0
synnoveescape,你未試過算你好彩，你唔知有冇佢粉絲會cap 圖,0
fjhwkdbrjhwkfnkskw,Telegram都要畫紅線？國安法？,0
Windanz,關心香港遊客全部踎低係咪要幫手,0
Windanz,😂,0
Windanz,https://www.facebook.com/share/r/ZygA1kfamjgaiHez/,0
I_go_to_school_by_bus1,佢following A字頭嗰個女仔就係店主,0
Windanz,Well...,0
I_go_to_school_by_bus1,台灣人嚟,0
Windanz,殘體😢,0
GeraldG0,改返先🙈,0
synnoveescape,你小心講嘢，免得有人cap 你圖公開批鬥你，尤其是KOL,0
I_go_to_school_by_bus1,"ig id
harucoffeelondon",0
GeraldG0,佢哋成日打人，緊係俾人殺返轉頭 。而家唔同幾十年前俾人大屠殺嗰時 。,0
Windanz,😱哇，你講到佢哋被殺害好似咁平淡咁,0
Windanz,我中意試下喎，叫咩,0
GeraldG0,"猶太人冇俾人殺害好耐🙊

（唔計一年前嗰次嘅話）",0
MissRose_bot,向管理員檢舉了 [Jerry W](tg://user?id=6660786006) [`6660786006`]。[​](tg://user?id=969888115)[​](tg://user?id=1246881857)[​](tg://user?id=121729333)[​](tg://user?id=756166834)[​](tg://user?id=1596290446)[​](tg://user?id=5077714661)[​](tg://user?id=1069787237)[​](tg://user?id=828772121),0
GroupHelpBot,[](tg://user?id=1069787237)`Report sent`[](tg://user?id=969888115)[](tg://user?id=1246881857)[](tg://user?id=121729333)[](tg://user?id=756166834)[](tg://user?id=1596290446)[](tg://user?id=5077714661)[](tg://user?id=828772121),0
I_go_to_school_by_bus1,最近N16有台灣人開咗咖啡店,0
Windanz,我有時路過呢區就見到,0
Windanz,N16 Nw11,0
Windanz,係一個細範圍,0
I_go_to_school_by_bus1,which borough,0
I_go_to_school_by_bus1,我問過公司啲烏克蘭人都唔知,0
Windanz,我哋接觸唔到都正常,0
Windanz,通常東歐族群幾熱衷協助,0
I_go_to_school_by_bus1,有啲係送啲運輸車過去,0
I_go_to_school_by_bus1,我查過有啲機構係搵人幫手pack物資送去烏克蘭,0
I_go_to_school_by_bus1,我都係近年先到英國 前排先Google有咩義工計劃,0
Windanz,我住呢邊上少少，有個區好多,0
I_go_to_school_by_bus1,因為聽過都有幾萬人嚟咗英國,0
Windanz,依家有啲咁嘅嘢，點幫架,0
Samsonws,https://www.ticketsource.co.uk/theatre-of-choice-cic/my-new-life-in-a-terraced-house/e-mepado,0
Samsonws,https://www.ticketsource.co.uk/theatre-of-choice-cic/my-new-life-in-a-terraced-house/e-mepado,0
I_go_to_school_by_bus1,我之前報咗兩個都冇回音,0
SangMata_BOT,User `100250403` changed name from 用餘下時間談論愛 to 人民公正黨,0
I_go_to_school_by_bus1,其實倫敦有冇咩幫烏克蘭人嘅義工計劃？,0
Windanz,"喜鵲之謎：
神話與剪紙藝術工作坊
Magpie Magic: Myth and Paper Art

在11月9日，星期六，我們NEHK會帶你探索喜鵲迷人的世界和它們背後的神秘象徵。活動會结合講故事，神話和藝術，啟發你創作剪紙藝術的同時，了解圍繞這些雀鳥的各種傳統迷信和傳說。詳情如下：

日期：2024年11月9日，星期六
時間：2pm - 3:30pm
地點：Hunting Lodge, Earsdon Rd, Whitley Bay, NE25 9SX
費用：£ 16( 包手工材料，但需在pub自費買飲品或食物)
名額：10+
語言：英文
報名：https://www.nehk.org/social-engagement

On 9th November, we will explore the fascinating world of magpies and their mysterious symbolism. This session blends storytelling, myth and art to inspire you to explore the intricacies of paper art while learning about the superstitions surrounding these captivating birds. The details are as follow:
Date：9th November 2024, Saturday
Time：2pm - 3:30pm
Location：Hunting Lodge, Earsdon Rd, Whitley Bay, NE25 9SX
Fee：£16( include all art materials, but need to buy food & beverage at the pub)
Quota：10+
Language：English
Registration：
https://www.nehk.org/social-engagement",0
Windanz,"https://www.gov.uk/government/publications/evisa-community-support-for-vulnerable-people/list-of-organisations 
 
任何 eVisa support, 可以搵呢4 個機構",0
synnoveescape,"我唔覺猶太人有咩咁特別，我亦唔批評中東任何事，冇必要都唔想同中東扯上關係。

外人永遠講唔清邊個啱邊個錯，你係英國或者冇咩感覺，我就呢邊好麻麻佢哋，因為我係佢哋旁邊社區生活過，都被派去佢哋社區做嘢",0
yau_fung,或者你覺得同猶太人比係抬高自己，我覺得好奇怪？佢哋比人打殺要殺光哈馬斯高層亦好正當，算了，我對以色列人同你好唔同，無必要在這分期點拿相同，消耗大家生命時間.,0
CCCCCMint,當有一日黨鐵代言人冇人話先驚,0
CCCCCMint,嗯，佢選擇得賺黨鐵錢俾人話下好小事即，總有人放唔低721，831,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,"霓虹燈的歴史

在香港的景觀中，霓虹燈招牌是一個獨特而重要的元素，對於許多老一輩市民來說，是他們童年時代珍貴的回憶。上世紀70年代，霓虹燈招牌如雨後春筍般在香港各處冉冉升起，見證着香港飲食和娛樂業的蓬勃發展。然而，隨着時間的推移，進入21世紀，這個行業逐漸式微，五光十色的霓虹燈招牌在街頭漸漸消失，讓人們難以再見到昔日繁華的景象。透過這篇文章，讓我們一起回顧香港昔日被譽為「東方之珠」的美好時光。

#霓虹燈 #香港文化 #香港歷史 #招牌 #本土文化 #東方之珠",0
Windanz,"世界維吾爾大會阿迪爾江：我有超過80位親戚、朋友、家人以及同學消失在集中營！
在中國國殤日集會上，阿迪爾江發表了強有力的演講，揭露了維吾爾族人面臨的嚴峻現實。他強調自己有超過80位親戚、朋友、家人和同學消失在中國的集中營，並表達了對這一悲劇的深切關切。

#新疆集中營 #UyghurGenocide #uyghur #Uyghurs #ConcentrationCamp #Genocide #FreeUyghurs #維吾爾人獨立 #香港獨立

Posted by 劉飛龍 @feilung_lau",0
synnoveescape,你可以，唔係唔比講。冇必要話去睇係傻仔,0
CCCCCMint,點解唔批評得張敬軒,0
synnoveescape,"或者咁答你，自比猶太人，你就自然會有猶太人個啲手段，佢哋排他性好高。猶太人係外國社會係成功，有人有錢有勢力，但令其他族裔去抓忌，亦唔見得好易同人相處。

唔係話個慘唔慘，大把野可以比，點解要佢哋？自比咗香港人會多少會接受佢哋手段，唔夠狠就會一野車過去又點點點，我純粹係呢個點。

係咁多族裔一齊生活啲地方，唔需要成日抬高自己，亦需要同其他族裔合作。猶太人亦美國政黨金主，咁樣令政府做嘢，香港人要用幾多時間，而且有冇本錢成大金主。我純粹咁諗。我自己都係香港人，有冇必要貶自己？",0
yau_fung,簡單啲講，香港人同猶太人都係比獨裁政權殺害，強姦，都係極隱蔽，可能要政權倒台才能真相見天，但係你話唔好比，我咪有些感覺為甚麼？,0
synnoveescape,我點解要貶低？,0
yau_fung,比我感覺好似扁低香港人，可能我敏感！,0
synnoveescape,好大反應咩？,0
yau_fung,比人屠殺，要分宗教信仰才是慘？只係說慘況做勿咁大反應？,0
synnoveescape,香港人唔係，唔好咩都同佢哋比。香港人連核心宗教都冇。,0
synnoveescape,"我想講啲人揪秤軒公唔係今日事，佢係廣州人，佢搵食養team 。搵錢只要唔出聲傷害香港人，基本上好多人唔計較

香港人突然走難去外國，幾年返唔到香港，係倫敦睇軒公演唱會有幾傻仔，如果唔體諒大家嘅鄉愁，一句車埋去「傻仔」，你自己個高門檻麻煩留返比自己，離撚晒地

唔好為咗所謂立場，而精神綁架全部人，你做到你本事，人地做唔到唔好係度單單打打。",0
fjhwkdbrjhwkfnkskw,https://www.ntdtv.com/b5/2018/11/11/a1398834.html,0
fjhwkdbrjhwkfnkskw,讓領導先走,0
